Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
PubMed,GCN,GNNExplainer,18831.0,0.0038979450861612954,0.0016892764711726688,0.0019360780715942383,0.006059467792510986
PubMed,GCN,GNNExplainer,18742.0,0.0001262029012044271,2.3719619938896687e-05,0.00010883808135986328,0.00015974044799804688
PubMed,GCN,GNNExplainer,19476.0,0.12370684742927551,0.012257437577666962,0.10687094926834106,0.13569992780685425
PubMed,GCN,GNNExplainer,18998.0,0.024446070194244385,0.004307109699429083,0.018358230590820312,0.027664482593536377
PubMed,GCN,GNNExplainer,18967.0,0.016543328762054443,0.009202196133578793,0.009088635444641113,0.02950870990753174
PubMed,GCN,GNNExplainer,18945.0,0.057039459546407066,0.004517416762823479,0.05150479078292847,0.06257015466690063
PubMed,GCN,GNNExplainer,18859.0,0.013649960358937582,0.007184619734357611,0.006866931915283203,0.023592889308929443
PubMed,GCN,GNNExplainer,19471.0,0.04411717255910238,0.007310681593007552,0.03885829448699951,0.05445551872253418
PubMed,GCN,GNNExplainer,18821.0,0.009444793065388998,0.004405493878521997,0.0035902857780456543,0.014217615127563477
PubMed,GCN,GNNExplainer,19409.0,0.041207691033681236,0.028390782242949608,0.008680343627929688,0.07785600423812866
PubMed,GCN,GNNExplainer,19475.0,0.04573663075764974,0.014862848785776308,0.029248356819152832,0.06527054309844971
PubMed,GCN,GNNExplainer,19630.0,0.13187003135681152,0.05066852015918443,0.06075918674468994,0.17506641149520874
PubMed,GCN,GNNExplainer,19275.0,0.0858806570370992,0.010790475857366904,0.07556331157684326,0.10077667236328125
PubMed,GCN,GNNExplainer,18806.0,0.0005532105763753256,0.00022632774629714107,0.00023955106735229492,0.0007652640342712402
PubMed,GCN,GNNExplainer,19321.0,0.26734159390131634,0.03766267161690858,0.23443174362182617,0.3200652599334717
PubMed,GCN,GNNExplainer,19149.0,0.14176621039708456,0.089221526867489,0.06222790479660034,0.2663643956184387
PubMed,GCN,GNNExplainer,18749.0,3.504753112792969e-05,2.925141084299108e-05,3.337860107421875e-06,7.390975952148438e-05
PubMed,GCN,GNNExplainer,18747.0,0.02145761251449585,0.006224983149918013,0.015900373458862305,0.030149221420288086
PubMed,GCN,GNNExplainer,18812.0,0.0004386107126871745,0.0002041446137754629,0.00015085935592651367,0.0006027817726135254
PubMed,GAT,GNNExplainer,19371.0,0.04216448465983073,0.051844103550782554,0.004092991352081299,0.11546474695205688
PubMed,GAT,GNNExplainer,18831.0,0.0013912121454874675,0.000823342231990609,0.0004550814628601074,0.002458930015563965
PubMed,GAT,GNNExplainer,18742.0,0.005909403165181478,0.0008216531080245058,0.004916250705718994,0.006928384304046631
PubMed,GAT,GNNExplainer,19476.0,0.1163713534673055,0.013143791743444941,0.09865021705627441,0.13009092211723328
PubMed,GAT,GNNExplainer,18998.0,0.022478501001993816,0.00764336536562777,0.016218066215515137,0.03324002027511597
PubMed,GAT,GNNExplainer,18967.0,0.009979228178660074,0.0012460374891372303,0.008243739604949951,0.01111149787902832
PubMed,GAT,GNNExplainer,18945.0,0.044615705808003746,0.02281927993937482,0.025206148624420166,0.0766482949256897
PubMed,GAT,GNNExplainer,18859.0,0.010593493779500326,0.0055304182363207525,0.003009021282196045,0.016039550304412842
PubMed,GAT,GNNExplainer,19471.0,0.03722731272379557,0.008406549098940844,0.030360281467437744,0.049065470695495605
PubMed,GAT,GNNExplainer,18821.0,0.007302204767862956,0.00871152006841911,-0.0012205839157104492,0.0192679762840271
PubMed,GAT,GNNExplainer,19409.0,0.004487335681915283,0.0026647869247763724,0.002309143543243408,0.00823974609375
PubMed,GAT,GNNExplainer,19475.0,0.04095421234766642,0.026428851395123597,0.0056771039962768555,0.06928718090057373
